id:ID(Entity),:LABEL,label,type,term,xref
claims-resting-on-a-single-session-of-rtms-after-1c1z2nn,Entity;Outcome,Claims resting on a single session of rTMS after-effect measurement,Outcome,,
classic-serotonergic-psychedelics-1sw62g6,Entity;ExogenousDrive,Classic serotonergic psychedelics,ExogenousDrive,psychedelic,
classical-and-rapid-acting-antidepressants-0kui4bq,Entity;Molecule,Classical and rapid-acting antidepressants,Molecule,,
clinical-efficacy-endpoints-0gr15eg,Entity;Outcome,Clinical efficacy endpoints,Outcome,,
clinical-efficacy-of-a-drug-acting-on-that-trans-1uptkd4,Entity;Outcome,Clinical efficacy of a drug acting on that transmitter system,Outcome,,
clinical-endpoints-through-exposure-response-ana-0bq39ya,Entity;Outcome,"Clinical endpoints, through exposure-response analysis",Outcome,exposure-response-analysis,
clinical-imaging-microbubble-dose-during-sonicat-17f81qi,Entity;StimulationProtocol,Clinical imaging microbubble dose during sonication,StimulationProtocol,microbubble,
clinical-intermittent-theta-burst-protocol-itbs6-1i1ivfp,Entity;StimulationProtocol,Clinical intermittent theta-burst protocol iTBS600,StimulationProtocol,itbs600,
clinical-outcome-in-guideline-graded-indications-17dmzku,Entity;Outcome,Clinical outcome in guideline-graded indications,Outcome,evidence-level,
clinical-outcome-of-rtms-for-depression-0tdfq66,Entity;Outcome,Clinical outcome of rTMS for depression,Outcome,clinical-response,
clinical-outcome-on-the-european-guideline-lette-0irmu0h,Entity;Outcome,Clinical outcome on the European guideline letter scale,Outcome,evidence-level,
clinical-response-to-levodopa-in-parkinson-s-dis-1vbsm5c,Entity;Outcome,Clinical response to levodopa in Parkinson's disease,Outcome,clinical-response,
clinician-rated-remission-rate-versus-electrocon-0cayd5u,Entity;Outcome,Clinician-rated remission rate versus electroconvulsive therapy in hospitalised unipolar depression,Outcome,electroconvulsive-therapy,
closed-loop-stimulation-dose-1ez0vzz,Entity;StimulationProtocol,Closed-loop stimulation dose,StimulationProtocol,closed-loop-stimulation,
clozapine-converted-in-vivo-from-clozapine-n-oxi-1g82rwp,Entity;Molecule,"Clozapine, converted in vivo from clozapine-N-oxide",Molecule,active-species,
clozapine-n-oxide-and-not-acetylcholine-1q09dh5,Entity;Molecule,"Clozapine-N-oxide, and not acetylcholine",Molecule,clozapine-n-oxide,
clozapine-the-in-vivo-metabolite-of-clozapine-n-0pkm48h,Entity;Molecule,"Clozapine, the in vivo metabolite of clozapine-N-oxide",Molecule,,
cns-drug-penetration-1ds1xek,Entity;Measurement,CNS drug penetration,Measurement,,
cognitive-performance-in-healthy-adults-17ohfma,Entity;Outcome,Cognitive performance in healthy adults,Outcome,,
cognitive-side-effects-1wswxog,Entity;Outcome,Cognitive side effects,Outcome,,
cognitive-side-effects-of-magnetic-seizure-thera-0fzg3fr,Entity;Outcome,Cognitive side effects of magnetic seizure therapy,Outcome,,
combined-bottom-up-biophysical-and-top-down-netw-1fnug3o,Entity;Measurement,"Combined bottom-up biophysical and top-down network modelling, with detailed microcircuits embedded in larger assemblies",Measurement,morphologically-realistic-model,
comparability-of-edges-into-a-molecular-endpoint-19n23cw,Entity;Outcome,Comparability of edges into a molecular endpoint node,Outcome,convergence,
comparable-neuron-population-nodes-in-an-autonom-1nt8or1,Entity;NeuronPopulation,Comparable neuron population nodes in an autonomic connectivity knowledge base,NeuronPopulation,sckan,
comparative-efficacy-of-ketamine-against-electro-1eunthz,Entity;Outcome,Comparative efficacy of ketamine against electroconvulsive therapy,Outcome,electroconvulsive-therapy,
comparison-of-an-organ-or-structure-across-human-10q3toz,Entity;AnatomicalStructure,Comparison of an organ or structure across humans and model organisms,AnatomicalStructure,,
complete-reporting-of-transcranial-ultrasound-do-0ahqblf,Entity;Outcome,Complete reporting of transcranial ultrasound dose,Outcome,reproducibility,
compositional-phenotype-naming-with-community-on-13ae81i,Entity;Measurement,Compositional phenotype naming with community ontology identifiers,Measurement,neuron-phenotype-ontology,
confidence-in-the-coupling-cellular-or-molecular-09t7uo0,Entity;CouplingMechanism,"Confidence in the coupling, cellular or molecular steps beneath it",CouplingMechanism,,
connectivity-based-targeting-claims-0zrkbhk,Entity;CouplingMechanism,Connectivity-based targeting claims,CouplingMechanism,connectivity-based-targeting,
connectivity-between-the-e-field-defined-stimula-1ay0lz4,Entity;Measurement,Connectivity between the E-field-defined stimulation site and the subgenual ACC,Measurement,target-definition,
consistent-phase-relation-between-two-oscillatin-0hwxbhb,Entity;CouplingMechanism,Consistent phase relation between two oscillating neuronal groups,CouplingMechanism,coherence,
contact-location-and-pressure-information-availa-1a8q0df,Entity;Outcome,Contact location and pressure information available for closed-loop prosthetic control,Outcome,,
continuous-cymba-conchae-tavns-just-below-pain-t-0g49fz4,Entity;ExogenousDrive,Continuous cymba conchae taVNS just below pain threshold,ExogenousDrive,tavns,
continuous-cymba-conchae-transcutaneous-auricula-0rsmh36,Entity;ExogenousDrive,Continuous cymba conchae transcutaneous auricular vagus nerve stimulation,ExogenousDrive,tavns,
continuous-intrathecal-baclofen-infusion-19wec0z,Entity;ExogenousDrive,Continuous intrathecal baclofen infusion,ExogenousDrive,intrathecal,
continuous-transcutaneous-auricular-vagus-nerve-1f9kcxj,Entity;ExogenousDrive,Continuous transcutaneous auricular vagus nerve stimulation,ExogenousDrive,tavns,
convection-enhanced-delivery-by-sustained-inters-1wkm3ll,Entity;ExogenousDrive,Convection-enhanced delivery by sustained interstitial pressure gradient,ExogenousDrive,convection-enhanced-delivery,
convection-enhanced-delivery-infusion-volume-076m9dy,Entity;ExogenousDrive,Convection-enhanced delivery infusion volume,ExogenousDrive,convection-enhanced-delivery,
convection-enhanced-intraparenchymal-delivery-1vjattb,Entity;ExogenousDrive,Convection-enhanced intraparenchymal delivery,ExogenousDrive,convection-enhanced-delivery,
conventional-low-intensity-transcranial-electric-04xrz0e,Entity;ExogenousDrive,Conventional low-intensity transcranial electrical stimulation at 1-2 mA,ExogenousDrive,tes,
convergence-of-antidepressants-and-psychedelics-0qvarei,Entity;CouplingMechanism,Convergence of antidepressants and psychedelics on TrkB,CouplingMechanism,trkb,
cortical-astrocytes-0tjz2tb,Entity;CellType,Cortical astrocytes,CellType,astrocyte,
cortical-cooling-as-a-human-therapeutic-drive-03dijsy,Entity;ExogenousDrive,Cortical cooling as a human therapeutic drive,ExogenousDrive,,
cortical-excitability-during-motor-practice-1u6ua9m,Entity;Measurement,Cortical excitability during motor practice,Measurement,,
cortical-neuron-types-across-three-published-cla-1xfd2c2,Entity;NeuronPopulation,Cortical neuron types across three published classifications,NeuronPopulation,,
cortical-neurons-directly-and-immediately-judged-15l9sx3,Entity;NeuronPopulation,"Cortical neurons directly and immediately, judged probably too weak to do so",NeuronPopulation,,
corticospinal-excitability-1o9kehu,Entity;Measurement,Corticospinal excitability,Measurement,,
corticospinal-excitability-in-the-textbook-direc-044n4gd,Entity;Measurement,Corticospinal excitability in the textbook direction,Measurement,response-variability,
corticospinal-neurons-trans-synaptically-read-as-19ic1f5,Entity;NeuronPopulation,"Corticospinal neurons trans-synaptically, read as indirect (I-wave) descending volleys",NeuronPopulation,i-wave,
cortisol-response-to-a-laboratory-stressor-1chenc7,Entity;Measurement,Cortisol response to a laboratory stressor,Measurement,cortisol,
csf-influx-and-interstitial-fluid-efflux-with-as-1oi9xcw,Entity;Outcome,"CSF influx and interstitial fluid efflux, with astrocytic AQP4 repolarization",Outcome,aquaporin-4,
curated-population-level-structural-connectivity-0v18usz,Entity;Measurement,Curated population-level structural connectivity of autonomic projections,Measurement,,
cytochrome-c-oxidase-activity-blocked-by-potassi-1skfl0y,Entity;Molecule,Cytochrome c oxidase activity blocked by potassium cyanide,Molecule,cytochrome-c-oxidase,
d-cycloserine-100-mg-added-to-intermittent-theta-0ub4vwm,Entity;ExogenousDrive,D-cycloserine 100 mg added to intermittent theta-burst stimulation,ExogenousDrive,,
d2-receptor-occupancy-above-roughly-75-85-by-ant-199e8gk,Entity;Molecule,D2 receptor occupancy above roughly 75-85% by antagonists,Molecule,d2-receptor,
damage-associated-molecular-patterns-and-a-paren-0c1m376,Entity;Pathway,Damage-associated molecular patterns and a parenchymal sterile inflammatory response,Pathway,sterile-inflammation,
damage-associated-molecular-patterns-and-a-paren-0frh86k,Entity;Outcome,Damage-associated molecular patterns and a parenchymal sterile inflammatory response,Outcome,sterile-inflammation,
dbs-pulses-in-the-subthalamic-nucleus-1k75ppv,Entity;StimulationProtocol,DBS pulses in the subthalamic nucleus,StimulationProtocol,subthalamic-nucleus,
deciding-among-the-four-rival-accounts-of-low-in-072ij63,Entity;Outcome,"Deciding among the four rival accounts of low-intensity ultrasound coupling, which are not mutually exclusive and not resolved",Outcome,rival-edge,
deciding-between-the-thermal-and-the-mechanical-1c7mqdo,Entity;Outcome,Deciding between the thermal and the mechanical account of low-intensity ultrasound,Outcome,rival-edge,
deciding-whether-barrier-opening-is-itself-a-wou-0y28qxu,Entity;Outcome,Deciding whether barrier opening is itself a wounding event or inflammation is a dose effect,Outcome,hypothesis-group,
deciding-whether-low-intensity-tes-effects-are-c-06j734d,Entity;Outcome,Deciding whether low-intensity tES effects are cortical or peripheral,Outcome,rival-edge,
definition-of-the-target-literature-coordinate-a-0ou28og,Entity;Confound,"Definition of the target (literature coordinate, anatomical, functional or E-field-derived volume)",Confound,target-definition,
delivered-acoustic-pressure-during-sonication-0yjns6m,Entity;StimulationProtocol,Delivered acoustic pressure during sonication,StimulationProtocol,closed-loop-stimulation,
delivery-of-deep-brain-stimulation-1aktvla,Entity;StimulationProtocol,Delivery of deep brain stimulation,StimulationProtocol,adaptive-dbs,
demodulation-of-the-temporal-interference-amplit-084653t,Entity;CouplingMechanism,"Demodulation of the temporal-interference amplitude envelope, which passive membrane filtering cannot extract",CouplingMechanism,amplitude-envelope,
dentate-gyrus-population-epsp-amplitude-1rv7394,Entity;Measurement,Dentate gyrus population EPSP amplitude,Measurement,long-term-potentiation,
depression-01ktf3d,Entity;Outcome,Depression,Outcome,serotonin-premise,
depression-severity-on-the-25-item-hamilton-scal-1y8vmq5,Entity;Outcome,Depression severity on the 25-item Hamilton scale,Outcome,clinical-response,
depression-severity-relative-to-placebo-0dmmu81,Entity;Outcome,Depression severity relative to placebo,Outcome,clinical-response,
depressive-symptoms-in-treatment-resistant-depre-0p3tzrw,Entity;Outcome,Depressive symptoms in treatment-resistant depression,Outcome,clinical-response,
designer-receptors-in-the-brain-0pn0hln,Entity;GeneProduct,Designer receptors in the brain,GeneProduct,chemogenetics,
designer-receptors-produced-by-directed-evolutio-0gt1cdr,Entity;GeneProduct,Designer receptors produced by directed evolution of muscarinic receptors,GeneProduct,chemogenetics,
designer-receptors-with-low-affinity-and-without-0q8dntp,Entity;GeneProduct,"Designer receptors, with low affinity and without entering the brain",GeneProduct,chemogenetics,
device-side-dose-electrode-or-coil-configuration-0gn1ykj,Entity;StimulationProtocol,"Device-side dose: electrode or coil configuration, waveform, pulse parameters, and timing of pulses, trains and sessions",StimulationProtocol,dose-parameter-set,
difference-in-setting-severity-and-endpoint-betw-0u0o761,Entity;Confound,"Difference in setting, severity and endpoint between the two head-to-head trials",Confound,,
different-excitatory-and-inhibitory-intracortica-1n8zjvx,Entity;Circuit,"Different excitatory and inhibitory intracortical circuits, indexed by D- and I-wave volleys",Circuit,i-wave,
different-sensitivities-to-electrode-or-coil-ori-0hbu6kj,Entity;Measurement,Different sensitivities to electrode or coil orientation; a claim about somata does not license a claim about terminals,Measurement,coupling-constant,
diffusion-influx-and-efflux-at-the-blood-brain-b-0zrnwmp,Entity;AnatomicalStructure,"Diffusion, influx and efflux at the blood-brain barrier and distribution among CNS compartments",AnatomicalStructure,blood-brain-barrier,
direct-current-applied-during-ltp-or-ltd-inducti-1ib4u3i,Entity;ExogenousDrive,Direct current applied during LTP or LTD induction,ExogenousDrive,modulation-versus-initiation,
direct-electrical-stimulation-of-the-peripheral-1ftjqte,Entity;ExogenousDrive,Direct electrical stimulation of the peripheral vagus nerve,ExogenousDrive,vagus-nerve-stimulation,
direct-mitochondrial-stimulation-in-cortex-12sxvwy,Entity;Outcome,Direct mitochondrial stimulation in cortex,Outcome,mitochondrial-function,
direct-molecular-target-of-2r-6r-hydroxynorketam-1lcn19w,Entity;Molecule,"Direct molecular target of (2R,6R)-hydroxynorketamine",Molecule,hydroxynorketamine,
direction-of-a-synaptic-change-inferred-from-a-m-1kc432m,Entity;Measurement,Direction of a synaptic change inferred from a molecular activity marker,Measurement,,
direction-of-human-tus-outcome-enhancement-versu-1e95r1l,Entity;Outcome,"Direction of human TUS outcome, enhancement versus suppression",Outcome,,
direction-of-human-tus-outcome-null-result-0ge0m0f,Entity;Outcome,Direction of human TUS outcome (null result),Outcome,,
direction-of-human-tus-outcome-with-shorter-dura-0endl0n,Entity;Outcome,"Direction of human TUS outcome, with shorter durations favouring excitation",Outcome,,
direction-of-the-after-effect-of-pas-anodal-tdcs-1sad5rv,Entity;Outcome,"Direction of the after-effect of PAS, anodal tDCS and intermittent TBS",Outcome,,
direction-of-the-plasticity-outcome-of-triple-pu-0vjs7ba,Entity;Outcome,Direction of the plasticity outcome of triple-pulse TMS bursts,Outcome,phase-triggered-stimulation,
direction-of-the-subsequent-rtms-after-effect-on-0pg98lb,Entity;Outcome,Direction of the subsequent rTMS after-effect on corticospinal excitability,Outcome,homeostatic-metaplasticity,
disease-related-change-in-blood-brain-barrier-fu-013w6su,Entity;AnatomicalStructure,Disease-related change in blood-brain barrier function,AnatomicalStructure,blood-brain-barrier,
distal-apical-dendrite-with-sign-opposite-to-the-0wn9f18,Entity;SubcellularComponent,"Distal apical dendrite, with sign opposite to the soma",SubcellularComponent,compartment-specific-polarisation,
distinct-forebrain-targets-with-heterogeneous-re-1hdm2nn,Entity;AnatomicalStructure,Distinct forebrain targets with heterogeneous receptor distributions,AnatomicalStructure,,
distinguishing-the-effect-of-the-same-agonist-at-12qgnm8,Entity;Outcome,Distinguishing the effect of the same agonist at the same receptor inside the cell and at the surface,Outcome,,
dopamine-in-the-ipsilateral-dorsal-caudate-measu-1eve4zd,Entity;Molecule,"Dopamine in the ipsilateral dorsal caudate, measured as reduced [11C]raclopride binding",Molecule,raclopride-pet,
dose-stored-as-a-per-drive-class-parameter-set-e-16f3s23,Entity;StimulationProtocol,"Dose stored as a per-drive-class parameter set, each parameter with its unit",StimulationProtocol,dose-parameter-set,
downstream-nmda-receptor-activation-1hiq8gl,Entity;GeneProduct,Downstream NMDA receptor activation,GeneProduct,nmda-receptor,
downstream-nmda-receptor-activation-1mseg8j,Entity;Molecule,Downstream NMDA receptor activation,Molecule,nmda-receptor,
dreadd-designer-muscarinic-receptor-11xs1yq,Entity;GeneProduct,DREADD designer muscarinic receptor,GeneProduct,,
drug-concentration-in-brain-extracellular-fluid-0oj19s7,Entity;Measurement,Drug concentration in brain extracellular fluid at the receptor,Measurement,brain-extracellular-fluid,
drug-delivered-to-brain-targets-relative-to-intr-1v0ghkp,Entity;Measurement,Drug delivered to brain targets relative to intravenous dosing,Measurement,,
drug-ligand-or-neurotransmitter-as-a-chemical-en-17rwce3,Entity;Molecule,"Drug, ligand or neurotransmitter as a chemical entity",Molecule,,
duty-cycle-and-intensity-of-low-intensity-ultras-0lqeiow,Entity;StimulationProtocol,Duty cycle and intensity of low-intensity ultrasound,StimulationProtocol,duty-cycle,
duty-cycle-of-low-intensity-transcranial-ultraso-169cdw4,Entity;StimulationProtocol,Duty cycle of low-intensity transcranial ultrasound,StimulationProtocol,duty-cycle,
each-link-in-the-drive-to-outcome-chain-0goz76w,Entity;Pathway,Each link in the drive-to-outcome chain,Pathway,drive-to-outcome-chain,
earlier-synaptic-activity-metaplasticity-0y1z7m3,Entity;CouplingMechanism,Earlier synaptic activity (metaplasticity),CouplingMechanism,metaplasticity,
early-changes-in-emotional-and-social-informatio-0nmqg2q,Entity;Pathway,"Early changes in emotional and social information processing, and drug-induced plasticity, as middle-level frameworks",Pathway,ltp-like-plasticity,
early-tep-components-and-beta-band-eeg-responses-1k37dux,Entity;Measurement,Early TEP components and beta-band EEG responses surviving sham subtraction,Measurement,tms-evoked-potential,
ect-adverse-effects-with-efficacy-retained-0j3vd8t,Entity;Outcome,"ECT adverse effects, with efficacy retained",Outcome,electroconvulsive-therapy,
eef2-kinase-1k9xlzs,Entity;GeneProduct,eEF2 kinase,GeneProduct,eef2-kinase,
eef2-kinase-deactivation-00kf7i1,Entity;Pathway,eEF2 kinase deactivation,Pathway,eef2-kinase,
eeg-alpha-activity-reliably-0bg44mf,Entity;Measurement,"EEG alpha activity, reliably",Measurement,oscillation,
effect-sizes-reported-in-psychedelic-and-ketamin-0eg5pvl,Entity;Outcome,Effect sizes reported in psychedelic and ketamine randomised trials,Outcome,,
effective-connectivity-between-the-groups-09sk8np,Entity;Circuit,Effective connectivity between the groups,Circuit,,
effective-stimulus-the-field-at-the-neuron-the-p-027l6sd,Entity;Measurement,"Effective stimulus: the field at the neuron, the pressure at the transducing cell, the drug concentration at the receptor, or a co-stimulated peripheral input",Measurement,effective-stimulus,
effective-unblinding-by-unmistakable-acute-drug-15anhwp,Entity;Confound,Effective unblinding by unmistakable acute drug effects,Confound,expectancy,
effects-attributed-to-focal-transcranial-ultraso-033bzci,Entity;Outcome,Effects attributed to focal transcranial ultrasound,Outcome,,
effects-attributed-to-the-transcranially-induced-0xia0dk,Entity;Outcome,Effects attributed to the transcranially induced field,Outcome,,
efferent-axons-with-antidromic-recruitment-of-co-00jt5j3,Entity;NeuronPopulation,"Efferent axons, with antidromic recruitment of cortex",NeuronPopulation,antidromic-activation,
efferent-firing-pattern-and-downstream-decoding-1j1ia3f,Entity;Measurement,Efferent firing pattern and downstream decoding measured together,Measurement,perturbation-method,
efferent-parasympathetic-anti-inflammatory-pathw-16xnszh,Entity;Pathway,Efferent parasympathetic anti-inflammatory pathway,Pathway,inflammatory-reflex,
efficacy-of-an-applied-oscillatory-drive-0oq7wzk,Entity;ExogenousDrive,Efficacy of an applied oscillatory drive,ExogenousDrive,entrainment,
electric-magnetic-ultrasonic-and-optical-non-inv-1i8pl0q,Entity;ExogenousDrive,"Electric, magnetic, ultrasonic and optical non-invasive drives",ExogenousDrive,drive,
electrical-or-pharmacological-drive-applied-to-t-1kqyknz,Entity;ExogenousDrive,Electrical or pharmacological drive applied to the cholinergic anti-inflammatory loop,ExogenousDrive,drive,
electrical-stimulation-of-the-peripheral-vagus-n-0uig3is,Entity;ExogenousDrive,Electrical stimulation of the peripheral vagus nerve during lethal endotoxaemia,ExogenousDrive,vagus-nerve-stimulation,
electrode-placement-and-pulse-width-in-electroco-1v59d0y,Entity;StimulationProtocol,Electrode placement and pulse width in electroconvulsive therapy,StimulationProtocol,electroconvulsive-therapy,
emotional-and-social-information-processing-and-1o1vcya,Entity;Outcome,"Emotional and social information processing, and drug-induced plasticity",Outcome,,
endogenous-electric-fields-during-physiological-0vm8100,Entity;CouplingMechanism,Endogenous electric fields during physiological cortical activity,CouplingMechanism,endogenous-field,
endogenous-neuromodulatory-substances-reaching-n-1pv5wtf,Entity;Molecule,"Endogenous neuromodulatory substances reaching neurons as local hormones, cotransmitters and through the circulation",Molecule,neuromodulator,
endogenous-sleep-and-arousal-circuitry-with-the-09me7al,Entity;Circuit,"Endogenous sleep and arousal circuitry, with the thalamus and its regulating networks at the centre",Circuit,,
endogenous-sleep-and-arousal-circuitry-with-the-1sglo17,Entity;Circuit,"Endogenous sleep and arousal circuitry, with the thalamus central",Circuit,,
energy-deposited-in-cortex-by-transcranial-near-1qn3l2z,Entity;Measurement,Energy deposited in cortex by transcranial near-infrared light,Measurement,fluence,
engagement-of-that-coupling-mechanism-by-the-hum-1r16gq7,Entity;Outcome,Engagement of that coupling mechanism by the human protocol,Outcome,,
enteroendocrine-neuropod-cells-0adwobi,Entity;CellType,Enteroendocrine neuropod cells,CellType,neuropod-cell,
epidural-cortical-stimulation-0o47uxo,Entity;ExogenousDrive,Epidural cortical stimulation,ExogenousDrive,,
epidural-spinal-cord-stimulation-1gf10bq,Entity;ExogenousDrive,Epidural spinal cord stimulation,ExogenousDrive,spinal-cord-stimulation,
episodic-memory-accuracy-in-healthy-volunteers-01pxynu,Entity;Outcome,Episodic memory accuracy in healthy volunteers,Outcome,,
erratic-plasma-uptake-and-dose-to-dose-variabili-0resq9s,Entity;Confound,Erratic plasma uptake and dose-to-dose variability of levodopa,Confound,levodopa,
estimated-blinding-integrity-of-a-stimulation-tr-0tnegpw,Entity;Measurement,Estimated blinding integrity of a stimulation trial,Measurement,blinding,
event-related-pupil-dilation-resting-pupil-size-1kwdixd,Entity;Measurement,"Event-related pupil dilation, resting pupil size, cortisol, salivary alpha-amylase, cardiac vagal activity and respiration",Measurement,target-engagement,
every-transferable-dose-unit-in-the-modality-map-04kecs7,Entity;Measurement,Every transferable dose unit in the modality map,Measurement,dose,
evidence-and-conclusion-ontology-type-alongside-13shlxn,Entity;Measurement,Evidence and Conclusion Ontology type alongside a GRADE certainty grade,Measurement,evidence-and-conclusion-ontology,
evidence-type-recorded-on-every-imported-edge-0mrs0s3,Entity;Measurement,Evidence type recorded on every imported edge,Measurement,evidence-and-conclusion-ontology,
evoked-resonant-neural-activity-within-the-nucle-01fay8w,Entity;Measurement,Evoked resonant neural activity within the nucleus,Measurement,evoked-resonant-activity,
ex-vivo-tnf-production-in-healthy-human-voluntee-0u5u5hr,Entity;Outcome,Ex vivo TNF production in healthy human volunteers,Outcome,tnf,
excitation-against-suppression-as-predicted-by-t-1i4yozd,Entity;Outcome,"Excitation against suppression, as predicted by the intramembrane cavitation model",Outcome,,
excitatory-synaptic-strength-with-dendritic-spin-0wf4cye,Entity;Measurement,Excitatory synaptic strength with dendritic spine remodelling,Measurement,dendritic-spine,
exposure-to-clozapine-a-metabolite-of-the-inject-1b479h2,Entity;Measurement,"Exposure to clozapine, a metabolite of the injected clozapine N-oxide",Measurement,active-species,
extrapyramidal-symptom-risk-11jf484,Entity;Outcome,Extrapyramidal symptom risk,Outcome,,
extrapyramidal-symptom-risk-despite-high-d2-occu-1n34nv7,Entity;Outcome,Extrapyramidal symptom risk despite high D2 occupancy,Outcome,,
feedback-controlled-focused-ultrasound-with-circ-1kpbuuo,Entity;ExogenousDrive,Feedback-controlled focused ultrasound with circulating microbubbles,ExogenousDrive,blood-brain-barrier-opening,
fibre-class-heterogeneity-of-the-vagus-0tqrulm,Entity;Confound,Fibre-class heterogeneity of the vagus,Confound,vagus-nerve,
fibre-terminations-bends-and-points-where-the-fi-1jrv24u,Entity;SubcellularComponent,"Fibre terminations, bends and points where the field gradient changes",SubcellularComponent,terminal-polarisation,
field-amplitude-of-about-2-4-mv-mm-0tq9amr,Entity;Measurement,Field amplitude of about 2-4 mV/mm,Measurement,millivolts-per-millimetre,
field-focality-of-magnetic-seizure-therapy-11kztj5,Entity;CouplingMechanism,Field focality of magnetic seizure therapy,CouplingMechanism,depth-focality-tradeoff,
firing-frequency-of-an-already-active-neuron-at-1i42nm8,Entity;Measurement,"Firing frequency of an already-active neuron, at a far smaller gradient than is needed to excite a silent one",Measurement,,
flexibly-dosed-intranasal-esketamine-plus-a-new-0vcjb6j,Entity;ExogenousDrive,Flexibly dosed intranasal esketamine plus a new oral antidepressant,ExogenousDrive,esketamine,
focal-extracellular-electrical-stimulation-near-1tf3nm1,Entity;ExogenousDrive,Focal extracellular electrical stimulation near a monopolar electrode,ExogenousDrive,current-distance-relation,
focused-ultrasound-at-10-mhz-and-0-3-4-9-w-cm2-0vki245,Entity;ExogenousDrive,Focused ultrasound at 10 MHz and 0.3-4.9 W/cm2,ExogenousDrive,tus,
focused-ultrasound-blood-brain-barrier-opening-02j1urh,Entity;ExogenousDrive,Focused-ultrasound blood-brain barrier opening,ExogenousDrive,blood-brain-barrier-opening,
focused-ultrasound-momentum-transfer-1cnzj3l,Entity;ExogenousDrive,Focused ultrasound momentum transfer,ExogenousDrive,tus,
focused-ultrasound-thalamotomy-16acbqb,Entity;ExogenousDrive,Focused ultrasound thalamotomy,ExogenousDrive,,
focused-ultrasound-with-an-injected-ultrasound-c-1b80nz9,Entity;ExogenousDrive,Focused ultrasound with an injected ultrasound contrast agent,ExogenousDrive,blood-brain-barrier-opening,
four-distinct-physical-coupling-problems-0y1ncgx,Entity;CouplingMechanism,Four distinct physical coupling problems,CouplingMechanism,coupling,
frequency-duty-cycle-current-density-and-electro-08x8ucl,Entity;StimulationProtocol,"Frequency, duty cycle, current density and electrode size, which the Shannon equation omits",StimulationProtocol,charge-density,
frequency-specific-oscillatory-power-through-net-0w2yjoq,Entity;Circuit,Frequency-specific oscillatory power through network resonance,Circuit,oscillation,
gaba-a-receptor-function-13d88k8,Entity;Molecule,GABA-A receptor function,Molecule,gaba-a-receptor,
gaba-a-receptor-function-by-a-direct-non-genomic-1fd4hfn,Entity;GeneProduct,"GABA-A receptor function, by a direct non-genomic allosteric action",GeneProduct,gaba-a-receptor,
gaba-a-receptor-function-by-a-direct-non-genomic-1s53kef,Entity;Molecule,"GABA-A receptor function, by a direct non-genomic action",Molecule,gaba-a-receptor,
gain-from-motor-skill-training-08yqxw4,Entity;Outcome,Gain from motor skill training,Outcome,,
gait-disturbance-and-paraesthesias-or-numbness-i-1q47zfu,Entity;Outcome,Gait disturbance and paraesthesias or numbness in treated patients,Outcome,,
galvanic-vestibular-stimulation-0yhotqn,Entity;ExogenousDrive,Galvanic vestibular stimulation,ExogenousDrive,,
gas-filled-microbubbles-1l1c64w,Entity;CouplingMechanism,Gas-filled microbubbles,CouplingMechanism,microbubble,
gating-by-reduced-intracortical-inhibition-durin-0jho4tq,Entity;CouplingMechanism,Gating by reduced intracortical inhibition during practice,CouplingMechanism,gating,
gene-ontology-term-0ov3e1t,Entity;Measurement,Gene Ontology term,Measurement,,
general-anaesthetics-06oau06,Entity;ExogenousDrive,General anaesthetics,ExogenousDrive,general-anaesthesia,
general-anaesthetics-13smwkz,Entity;Molecule,General anaesthetics,Molecule,general-anaesthesia,
glial-activation-and-neuronal-injury-markers-on-1caksxv,Entity;Measurement,Glial activation and neuronal injury markers on TSPO PET and MR spectroscopy,Measurement,tspo,
glutamate-through-best1-channels-0bqqn43,Entity;Molecule,Glutamate through Best1 channels,Molecule,best1,
glutamate-through-best1-channels-onto-neuronal-n-1efrvbc,Entity;Molecule,Glutamate through Best1 channels onto neuronal NMDA receptors,Molecule,best1,
glycolysis-mitochondrial-function-and-calcium-re-0epg4yo,Entity;Pathway,"Glycolysis, mitochondrial function and calcium-related signalling in the stimulated tissue",Pathway,mitochondrial-function,
graded-certainty-of-the-evidence-for-it-1925jva,Entity;Measurement,Graded certainty of the evidence for it,Measurement,evidence-level,
granular-retrosplenial-cortex-1oy5u66,Entity;AnatomicalStructure,Granular retrosplenial cortex,AnatomicalStructure,,
gross-tissue-damage-0rkfvcj,Entity;Outcome,Gross tissue damage,Outcome,tissue-damage-threshold,
guideline-evidence-level-for-a-drive-to-outcome-03xlobw,Entity;Measurement,Guideline evidence level for a drive-to-outcome edge,Measurement,evidence-level,
half-second-vagus-nerve-stimulation-trains-05q0ma8,Entity;StimulationProtocol,Half-second vagus nerve stimulation trains,StimulationProtocol,vagus-nerve-stimulation,
hamilton-depression-score-in-moderate-to-severe-149pw2d,Entity;Outcome,Hamilton depression score in moderate to severe postpartum depression,Outcome,,
hand-tremor-score-in-essential-tremor-1n5xbx8,Entity;Outcome,Hand-tremor score in essential tremor,Outcome,clinical-response,
hdrs-21-score-in-severe-treatment-resistant-depr-1eima97,Entity;Outcome,HDRS-21 score in severe treatment-resistant depression,Outcome,,
head-size-across-mouse-monkey-and-human-07wnvmb,Entity;AnatomicalStructure,"Head size across mouse, monkey and human",AnatomicalStructure,,
